CO,CDS,DISTRICT,EDP 365,"Current
Expense ADA","Current
Expense Per ADA",LEA Type
1,61119,Alameda Unified,"122,421,584.91","8,975.20","13,639.98",Unified
1,61127,Albany City Unified,"47,343,135.51","3,484.19","13,587.99",Unified
1,61143,Berkeley Unified,"173,753,016.19","9,426.03","18,433.32",Unified
1,61150,Castro Valley Unified,"105,286,407.91","8,976.77","11,728.76",Unified
1,61168,Emery Unified,"12,731,320.51",688.6,"18,488.70",Unified
1,61176,Fremont Unified,"374,901,551.77","33,933.99","11,047.97",Unified
1,61192,Hayward Unified,"289,384,778.70","18,711.84","15,465.33",Unified
1,61200,Livermore Valley Joint Unified,"163,383,447.30","13,195.12","12,382.11",Unified
1,61218,Mountain House Elementary,"513,012.92",14.62,"35,089.80",Elementary
1,61234,Newark Unified,"66,242,266.10","5,482.67","12,082.12",Unified
1,61242,New Haven Unified,"127,107,741.85","10,418.38","12,200.34",Unified
1,61259,Oakland Unified,"618,421,030.73","33,910.89","18,236.65",Unified
1,61275,Piedmont City Unified,"44,350,774.78","2,495.68","17,771.02",Unified
1,61291,San Leandro Unified,"115,645,126.77","8,613.44","13,426.13",Unified
1,61309,San Lorenzo Unified,"130,415,970.74","9,334.41","13,971.53",Unified
1,75093,Dublin Unified,"138,189,630.34","12,207.37","11,320.18",Unified
1,75101,Pleasanton Unified,"172,035,908.64","14,367.60","11,973.88",Unified
1,75119,Sunol Glen Unified,"3,537,088.60",279.06,"12,675.01",Unified
2,61333,Alpine County Unified,"3,298,640.23",68.7,"48,015.14",Unified
3,73981,Amador County Unified,"41,374,787.27","3,723.58","11,111.56",Unified
4,61382,Bangor Union Elementary,"1,341,422.82",98.17,"13,664.28",Elementary
4,61408,Biggs Unified,"6,841,559.37",562.7,"12,158.45",Unified
4,61424,Chico Unified,"154,106,704.49","11,830.15","13,026.61",Unified
4,61432,Durham Unified,"10,769,931.84","1,002.73","10,740.61",Unified
4,61457,Golden Feather Union Elementary,"2,148,458.86",43.23,"49,698.33",Elementary
4,61499,Manzanita Elementary,"3,043,498.08",284.58,"10,694.70",Elementary
4,61507,Oroville City Elementary,"30,683,633.25","2,214.04","13,858.66",Elementary
4,61515,Oroville Union High,"30,670,295.68","2,158.00","14,212.37",High
4,61523,Palermo Union Elementary,"16,763,568.79","1,266.24","13,238.86",Elementary
4,61531,Paradise Unified,"28,771,232.27","1,601.33","17,967.09",Unified
4,61549,Thermalito Union Elementary,"21,608,286.87","1,462.80","14,771.87",Elementary
4,73379,Pioneer Union Elementary,"1,066,107.32",47.48,"22,453.82",Elementary
4,75507,Gridley Unified,"26,483,633.56","1,983.49","13,352.04",Unified
5,61556,Bret Harte Union High,"11,473,177.64",588.44,"19,497.62",High
5,61564,Calaveras Unified,"30,680,818.68","2,699.49","11,365.41",Unified
5,61572,Mark Twain Union Elementary,"8,099,008.38",734.92,"11,020.26",Elementary
5,61580,Vallecito Union,"8,330,066.25",553.7,"15,044.37",Elementary
6,61598,Colusa Unified,"16,881,317.15","1,464.71","11,525.36",Unified
6,61606,Maxwell Unified,"4,452,842.34",328.4,"13,559.20",Unified
6,61614,Pierce Joint Unified,"16,209,976.62","1,400.48","11,574.59",Unified
6,61622,Williams Unified,"16,122,075.28","1,258.65","12,809.02",Unified
7,61630,Acalanes Union High,"86,309,854.25","5,413.25","15,944.18",High
7,61648,Antioch Unified,"196,188,265.83","15,148.06","12,951.38",Unified
7,61655,Brentwood Union Elementary,"99,683,586.63","8,979.90","11,100.75",Elementary
7,61663,Byron Union Elementary,"15,750,753.65","1,384.45","11,376.90",Elementary
7,61671,Canyon Elementary,"744,874.10",68.8,"10,826.66",Elementary
7,61697,John Swett Unified,"18,275,010.45","1,328.21","13,759.13",Unified
7,61705,Knightsen Elementary,"6,407,885.42",583.06,"10,990.10",Elementary
7,61713,Lafayette Elementary,"42,298,287.00","3,435.46","12,312.26",Elementary
7,61721,Liberty Union High,"92,555,459.30","7,860.29","11,775.07",High
7,61739,Martinez Unified,"47,060,250.96","3,970.10","11,853.67",Unified
7,61747,Moraga Elementary,"24,394,977.38","1,808.08","13,492.20",Elementary
7,61754,Mt. Diablo Unified,"339,332,997.28","29,122.07","11,652.09",Unified
7,61762,Oakley Union Elementary,"55,067,322.49","4,967.90","11,084.63",Elementary
7,61770,Orinda Union Elementary,"31,674,590.44","2,482.88","12,757.20",Elementary
7,61788,Pittsburg Unified,"144,339,850.93","10,770.46","13,401.46",Unified
7,61796,West Contra Costa Unified,"364,759,905.31","26,557.99","13,734.47",Unified
7,61804,San Ramon Valley Unified,"357,134,646.92","30,948.61","11,539.60",Unified
7,61812,Walnut Creek Elementary,"38,750,176.40","3,444.41","11,250.16",Elementary
8,61820,Del Norte County Unified,"45,272,500.97","3,450.70","13,119.80",Unified
9,61838,Buckeye Union Elementary,"49,258,055.64","4,546.26","10,834.85",Elementary
9,61846,Camino Union Elementary,"4,582,329.67",421.71,"10,866.07",Elementary
9,61853,El Dorado Union High,"76,401,137.60","6,469.93","11,808.65",High
9,61879,Gold Oak Union Elementary,"4,734,007.04",444.99,"10,638.46",Elementary
9,61887,Gold Trail Union Elementary,"6,674,219.33",624.09,"10,694.32",Elementary
9,61895,Indian Diggings Elementary,"261,604.90",19.03,"13,746.97",Elementary
9,61903,Lake Tahoe Unified,"48,474,669.83","3,625.98","13,368.71",Unified
9,61911,Latrobe,"2,440,476.37",145.48,"16,775.34",Elementary
9,61929,Mother Lode Union Elementary,"10,869,660.67",957.15,"11,356.28",Elementary
9,61945,Pioneer Union Elementary,"3,349,143.43",255.42,"13,112.30",Elementary
9,61952,Placerville Union Elementary,"13,889,879.11","1,252.20","11,092.38",Elementary
9,61960,Pollock Pines Elementary,"6,656,885.27",597.12,"11,148.32",Elementary
9,61978,Rescue Union Elementary,"37,299,350.95","3,493.19","10,677.73",Elementary
9,61986,Silver Fork Elementary,"440,244.39",7.33,"60,060.63",Elementary
9,73783,Black Oak Mine Unified,"14,727,321.21","1,205.12","12,220.63",Unified
10,61994,Alvina Elementary,"2,753,177.47",192.27,"14,319.33",Elementary
10,62026,Big Creek Elementary,"1,204,571.39",43.22,"27,870.69",Elementary
10,62042,Burrel Union Elementary,"1,775,600.88",118.08,"15,037.27",Elementary
10,62109,Clay Joint Elementary,"2,339,939.50",239.66,"9,763.58",Elementary
10,62117,Clovis Unified,"500,264,555.50","41,556.18","12,038.27",Unified
10,62125,Coalinga-Huron Unified,"59,966,114.32","4,226.92","14,186.72",Unified
10,62158,Fowler Unified,"32,618,016.49","2,476.22","13,172.50",Unified
10,62166,Fresno Unified,"995,063,037.13","66,903.50","14,873.11",Unified
10,62240,Kingsburg Elementary Charter,"25,294,922.47","2,150.16","11,764.20",Elementary
10,62257,Kingsburg Joint Union High,"16,053,112.47","1,129.04","14,218.37",High
10,62265,Kings Canyon Joint Unified,"130,337,799.26","9,158.19","14,231.83",Unified
10,62281,Laton Joint Unified,"10,146,583.04",625.24,"16,228.30",Unified
10,62323,Monroe Elementary,"2,357,312.62",158.92,"14,833.33",Elementary
10,62331,Orange Center,"4,463,150.51",320.07,"13,944.30",Elementary
10,62356,Pacific Union Elementary,"4,953,616.26",371.44,"13,336.25",Elementary
10,62364,Parlier Unified,"51,879,384.77","3,337.48","15,544.48",Unified
10,62372,Pine Ridge Elementary,"2,728,202.70",112.55,"24,239.92",Elementary
10,62380,Raisin City Elementary,"4,293,700.97",280.25,"15,320.97",Elementary
10,62414,Sanger Unified,"140,730,365.13","10,667.42","13,192.54",Unified
10,62430,Selma Unified,"86,864,958.58","5,966.42","14,558.97",Unified
10,62513,Washington Colony Elementary,"5,454,779.85",439.78,"12,403.43",Elementary
10,62539,West Park Elementary,"4,551,117.32",349.65,"13,016.21",Elementary
10,62547,Westside Elementary,"3,599,552.95",182.79,"19,692.29",Elementary
10,73809,Firebaugh-Las Deltas Unified,"30,376,092.04","2,140.31","14,192.38",Unified
10,73965,Central Unified,"193,154,329.59","15,039.38","12,843.24",Unified
10,73999,Kerman Unified,"59,126,904.56","5,055.20","11,696.25",Unified
10,75127,Mendota Unified,"45,644,907.57","3,435.71","13,285.44",Unified
10,75234,Golden Plains Unified,"23,128,058.66","1,497.00","15,449.60",Unified
10,75275,Sierra Unified,"18,619,134.10","1,169.40","15,921.95",Unified
10,75408,Riverdale Joint Unified,"21,915,337.80","1,489.41","14,714.11",Unified
10,75598,Caruthers Unified,"21,790,939.97","1,480.69","14,716.75",Unified
10,76778,Washington Unified,"34,518,101.54","2,458.62","14,039.62",Unified
11,62554,Capay Joint Union Elementary,"1,716,958.53",182.19,"9,424.00",Elementary
11,62596,Lake Elementary,"1,868,157.31",178.35,"10,474.67",Elementary
11,62638,Plaza Elementary,"1,670,002.83",197.76,"8,444.59",Elementary
11,62646,Princeton Joint Unified,"2,519,978.58",136.27,"18,492.54",Unified
11,62653,Stony Creek Joint Unified,"2,177,865.80",65.85,"33,073.13",Unified
11,62661,Willows Unified,"15,263,556.20","1,369.90","11,142.10",Unified
11,75481,Orland Joint Unified,"26,117,408.62","2,145.54","12,172.88",Unified
11,76562,Hamilton Unified,"7,719,459.35",672.7,"11,475.34",Unified
12,62679,Arcata Elementary,"6,481,607.89",493.76,"13,127.04",Elementary
12,62687,Northern Humboldt Union High,"21,776,577.55","1,427.58","15,254.19",High
12,62695,Big Lagoon Union Elementary,"423,786.15",21.23,"19,961.67",Elementary
12,62703,Blue Lake Union Elementary,"2,303,310.92",167.2,"13,775.78",Elementary
12,62729,Bridgeville Elementary,"643,509.01",39.37,"16,345.16",Elementary
12,62737,Cuddeback Union Elementary,"1,739,665.48",142.57,"12,202.18",Elementary
12,62745,Cutten Elementary,"6,101,876.56",614.27,"9,933.54",Elementary
12,62794,Fieldbrook Elementary,"1,381,220.68",117.99,"11,706.25",Elementary
12,62810,Fortuna Union High,"13,676,733.72","1,069.60","12,786.77",High
12,62828,Freshwater Elementary,"3,129,382.58",283.78,"11,027.50",Elementary
12,62836,Garfield Elementary,"781,557.49",63.61,"12,286.71",Elementary
12,62851,Green Point Elementary,"284,510.82",12.55,"22,670.18",Elementary
12,62885,Hydesville Elementary,"1,994,653.84",192.24,"10,375.85",Elementary
12,62893,Jacoby Creek Elementary,"4,287,163.48",447.11,"9,588.61",Elementary
12,62901,Klamath-Trinity Joint Unified,"19,132,938.57",918.34,"20,834.26",Unified
12,62919,Kneeland Elementary,"387,603.82",14.3,"27,105.16",Elementary
12,62927,Loleta Union Elementary,"2,083,022.67",94.78,"21,977.45",Elementary
12,62935,Maple Creek Elementary,"361,135.95",9.6,"37,618.33",Elementary
12,62950,McKinleyville Union Elementary,"12,416,235.07","1,038.63","11,954.44",Elementary
12,62968,Orick Elementary,"561,960.28",14.72,"38,176.65",Elementary
12,62976,Pacific Union Elementary,"5,738,920.16",544.83,"10,533.41",Elementary
12,62984,Peninsula Union,"879,618.76",40.62,"21,654.82",Elementary
12,63008,Rio Dell Elementary,"3,429,493.96",271.2,"12,645.63",Elementary
12,63024,Scotia Union Elementary,"2,228,182.40",165.55,"13,459.27",Elementary
12,63032,South Bay Union Elementary,"4,815,411.01",378.71,"12,715.30",Elementary
12,63040,Southern Humboldt Joint Unified,"9,354,220.77",719.63,"12,998.65",Unified
12,63057,Trinidad Union Elementary,"2,138,893.38",189.58,"11,282.27",Elementary
12,75374,Ferndale Unified,"6,248,963.52",436.63,"14,311.81",Unified
12,75382,Mattole Unified,"1,230,431.24",49.35,"24,932.75",Unified
12,75515,Eureka City Schools,"41,232,259.43","3,449.54","11,952.97",Unified
12,76802,Fortuna Elementary,"14,068,359.27","1,062.59","13,239.69",Elementary
13,63073,Brawley Elementary,"51,730,738.11","3,802.95","13,602.79",Elementary
13,63081,Brawley Union High,"26,423,375.45","1,879.15","14,061.34",High
13,63099,Calexico Unified,"121,236,560.36","8,543.89","14,189.86",Unified
13,63107,Calipatria Unified,"16,062,891.85","1,087.34","14,772.65",Unified
13,63115,Central Union High,"55,826,570.88","3,999.79","13,957.38",High
13,63123,El Centro Elementary,"73,003,334.20","5,060.42","14,426.34",Elementary
13,63131,Heber Elementary,"15,782,417.33","1,214.20","12,998.20",Elementary
13,63149,Holtville Unified,"22,305,848.68","1,519.21","14,682.53",Unified
13,63164,Imperial Unified,"49,294,592.81","4,203.06","11,728.26",Unified
13,63172,Magnolia Union Elementary,"1,445,951.73",128,"11,296.50",Elementary
13,63180,McCabe Union Elementary,"13,612,870.73","1,313.42","10,364.45",Elementary
13,63198,Meadows Union Elementary,"6,060,841.53",454,"13,349.87",Elementary
13,63206,Mulberry Elementary,"917,552.14",72.6,"12,638.46",Elementary
13,63214,San Pasqual Valley Unified,"14,293,716.02",600.64,"23,797.48",Unified
13,63222,Seeley Union Elementary,"5,504,670.72",370.08,"14,874.27",Elementary
13,63230,Westmorland Union Elementary,"5,713,471.58",365.96,"15,612.28",Elementary
14,63248,Big Pine Unified,"3,736,326.35",137.18,"27,236.67",Unified
14,63271,Death Valley Unified,"1,143,041.42",22.12,"51,674.57",Unified
14,63289,Lone Pine Unified,"5,486,910.32",310.35,"17,679.75",Unified
14,63297,Owens Valley Unified,"2,211,651.28",75.4,"29,332.25",Unified
14,63305,Round Valley Joint Elementary,"1,162,206.89",74.51,"15,598.00",Elementary
14,76687,Bishop Unified,"24,909,260.42","1,969.21","12,649.37",Unified
15,63313,Arvin Union,"39,461,661.17","2,956.70","13,346.52",Elementary
15,63321,Bakersfield City,"418,587,024.53","29,444.76","14,216.01",Elementary
15,63339,Beardsley Elementary,"26,046,379.57","1,902.55","13,690.25",Elementary
15,63347,Belridge Elementary,"1,300,328.40",34.62,"37,560.03",Elementary
15,63354,Blake Elementary,"230,240.68",15.1,"15,247.73",Elementary
15,63362,Panama-Buena Vista Union,"242,414,771.56","17,891.90","13,548.86",Elementary
15,63370,Buttonwillow Union Elementary,"4,595,076.50",305.66,"15,033.29",Elementary
15,63388,Caliente Union Elementary,"851,723.08",40.25,"21,160.82",Elementary
15,63404,Delano Union Elementary,"76,322,474.60","4,878.22","15,645.56",Elementary
15,63412,Delano Joint Union High,"60,611,260.06","4,041.10","14,998.70",High
15,63420,Di Giorgio Elementary,"2,593,436.89",196.49,"13,198.82",Elementary
15,63438,Edison Elementary,"12,569,464.16","1,023.40","12,282.06",Elementary
15,63446,Elk Hills Elementary,"2,163,093.03",179.86,"12,026.54",Elementary
15,63461,Fairfax Elementary,"38,934,110.35","2,595.45","15,000.91",Elementary
15,63479,Fruitvale Elementary,"33,678,704.35","3,088.83","10,903.39",Elementary
15,63487,General Shafter Elementary,"2,617,651.43",178.03,"14,703.43",Elementary
15,63503,Greenfield Union,"113,224,960.29","9,161.06","12,359.37",Elementary
15,63529,Kern High,"556,546,703.42","39,361.10","14,139.51",High
15,63545,Kernville Union Elementary,"11,537,536.11",811.36,"14,220.00",Elementary
15,63552,Lakeside Union,"13,307,936.94","1,350.21","9,856.20",Elementary
15,63560,Lamont Elementary,"38,398,435.79","2,819.05","13,621.06",Elementary
15,63578,Richland Union Elementary,"38,670,067.37","2,681.67","14,420.14",Elementary
15,63586,Linns Valley-Poso Flat Union,"454,276.53",15.4,"29,498.48",Elementary
15,63594,Lost Hills Union Elementary,"6,223,663.35",270.28,"23,026.73",Elementary
15,63610,Maple Elementary,"3,016,596.74",277.72,"10,862.01",Elementary
15,63628,Maricopa Unified,"5,952,023.42",285.2,"20,869.65",Unified
15,63651,McKittrick Elementary,"2,165,308.48",75.57,"28,653.02",Elementary
15,63669,Midway Elementary,"1,613,983.74",80.92,"19,945.42",Elementary
15,63677,Mojave Unified,"36,008,963.99","2,611.60","13,788.09",Unified
15,63685,Muroc Joint Unified,"20,591,711.88","1,671.80","12,317.09",Unified
15,63693,Norris Elementary,"37,359,959.86","4,122.40","9,062.67",Elementary
15,63719,Pond Union Elementary,"2,757,285.98",157.63,"17,492.14",Elementary
15,63750,Rosedale Union Elementary,"59,076,335.86","5,719.67","10,328.63",Elementary
15,63768,Semitropic Elementary,"2,636,719.50",177.33,"14,869.00",Elementary
15,63776,Southern Kern Unified,"38,616,087.83","3,311.56","11,661.00",Unified
15,63784,South Fork Union,"3,661,101.23",272.46,"13,437.21",Elementary
15,63792,Standard Elementary,"36,581,325.64","2,878.08","12,710.32",Elementary
15,63800,Taft City,"27,047,076.79","2,265.32","11,939.63",Elementary
15,63818,Taft Union High,"21,028,269.64",998.83,"21,052.90",High
15,63826,Tehachapi Unified,"44,300,210.00","4,012.28","11,041.16",Unified
15,63834,Vineland Elementary,"8,693,340.67",629.48,"13,810.35",Elementary
15,63842,Wasco Union Elementary,"45,098,924.37","3,473.20","12,984.83",Elementary
15,63859,Wasco Union High,"23,152,909.09","1,752.50","13,211.36",High
15,73544,Rio Bravo-Greeley Union Elementary,"10,933,879.99","1,016.96","10,751.53",Elementary
15,73742,Sierra Sands Unified,"62,534,541.66","4,928.89","12,687.35",Unified
15,73908,McFarland Unified,"42,352,277.45","3,288.86","12,877.49",Unified
15,75168,El Tejon Unified,"8,640,490.43",700.19,"12,340.21",Unified
16,63875,Armona Union Elementary,"11,420,993.24",897.29,"12,728.32",Elementary
16,63883,Central Union Elementary,"26,950,459.64","1,810.41","14,886.38",Elementary
16,63891,Corcoran Joint Unified,"45,551,926.78","3,111.81","14,638.40",Unified
16,63917,Hanford Elementary,"73,039,192.79","5,741.81","12,720.59",Elementary
16,63925,Hanford Joint Union High,"48,758,712.07","3,771.67","12,927.62",High
16,63933,Island Union Elementary,"4,088,742.85",386.86,"10,569.05",Elementary
16,63941,Kings River-Hardwick Union Elementary,"8,170,939.53",815.97,"10,013.77",Elementary
16,63958,Kit Carson Union Elementary,"4,808,448.58",368.98,"13,031.73",Elementary
16,63966,Lakeside Union Elementary,"4,466,841.29",304.61,"14,664.13",Elementary
16,63974,Lemoore Union Elementary,"36,337,228.97","3,079.52","11,799.64",Elementary
16,63982,Lemoore Union High,"24,760,064.44","1,882.51","13,152.69",High
16,63990,Pioneer Union Elementary,"16,094,799.29","1,527.44","10,537.11",Elementary
16,73932,Reef-Sunset Unified,"34,201,232.17","2,599.88","13,154.93",Unified
17,64014,Kelseyville Unified,"21,751,054.35","1,657.70","13,121.22",Unified
17,64022,Konocti Unified,"48,235,056.78","3,359.56","14,357.55",Unified
17,64030,Lakeport Unified,"17,852,168.06","1,340.49","13,317.64",Unified
17,64048,Lucerne Elementary,"3,602,250.65",274.58,"13,119.13",Elementary
17,64055,Middletown Unified,"15,916,647.77","1,421.71","11,195.43",Unified
17,76976,Upper Lake Unified,"11,975,994.85",765.14,"15,652.03",Unified
18,64089,Big Valley Joint Unified,"2,271,014.48",107.84,"21,059.11",Unified
18,64105,Janesville Union Elementary,"3,857,676.28",362,"10,656.56",Elementary
18,64113,Johnstonville Elementary,"1,764,689.28",180.07,"9,800.02",Elementary
18,64139,Lassen Union High,"10,455,243.05",749.1,"13,957.07",High
18,64162,Ravendale-Termo Elementary,"271,206.29",5.72,"47,413.69",Elementary
18,64170,Richmond Elementary,"1,769,814.56",206.96,"8,551.48",Elementary
18,64188,Shaffer Union Elementary,"2,389,812.01",183.8,"13,002.24",Elementary
18,64196,Susanville Elementary,"10,871,838.24","1,053.07","10,323.95",Elementary
18,64204,Westwood Unified,"2,468,844.44",169.52,"14,563.74",Unified
18,75036,Fort Sage Unified,"2,584,112.88",119.39,"21,644.30",Unified
19,64212,ABC Unified,"233,659,807.06","19,633.75","11,900.93",Unified
19,64246,Antelope Valley Union High,"277,854,882.74","19,667.11","14,127.90",High
19,64261,Arcadia Unified,"109,373,474.84","9,037.30","12,102.45",Unified
19,64279,Azusa Unified,"109,113,589.29","7,318.44","14,909.41",Unified
19,64287,Baldwin Park Unified,"161,953,220.93","11,675.42","13,871.30",Unified
19,64295,Bassett Unified,"41,604,844.80","3,175.49","13,101.87",Unified
19,64303,Bellflower Unified,"138,861,964.17","11,008.94","12,613.56",Unified
19,64311,Beverly Hills Unified,"76,110,409.12","3,398.34","22,396.35",Unified
19,64329,Bonita Unified,"118,454,148.52","9,665.10","12,255.86",Unified
19,64337,Burbank Unified,"170,620,304.12","14,719.87","11,591.16",Unified
19,64345,Castaic Union,"22,349,115.24","1,944.72","11,492.20",Elementary
19,64352,Centinela Valley Union High,"92,835,870.19","5,957.07","15,584.15",High
19,64378,Charter Oak Unified,"56,336,153.35","4,384.29","12,849.55",Unified
19,64394,Claremont Unified,"80,232,295.66","6,639.62","12,083.87",Unified
19,64436,Covina-Valley Unified,"146,784,492.59","11,185.08","13,123.24",Unified
19,64444,Culver City Unified,"85,643,642.49","6,871.00","12,464.51",Unified
19,64451,Downey Unified,"301,889,378.85","21,246.96","14,208.59",Unified
19,64469,Duarte Unified,"43,697,751.72","3,275.98","13,338.83",Unified
19,64477,Eastside Union Elementary,"45,166,492.92","3,074.42","14,691.06",Elementary
19,64485,East Whittier City Elementary,"97,934,838.29","8,124.39","12,054.42",Elementary
19,64501,El Monte City,"113,059,958.53","7,762.54","14,564.81",Elementary
19,64519,El Monte Union High,"120,554,788.08","8,031.19","15,010.83",High
19,64527,El Rancho Unified,"100,923,511.46","7,872.93","12,819.05",Unified
19,64535,El Segundo Unified,"39,583,814.74","3,407.92","11,615.24",Unified
19,64550,Garvey Elementary,"67,388,434.26","4,371.17","15,416.57",Elementary
19,64568,Glendale Unified,"339,256,327.20","24,691.45","13,739.83",Unified
19,64576,Glendora Unified,"78,406,177.89","6,884.79","11,388.32",Unified
19,64584,Gorman Joint,"987,535.15",65.9,"14,985.36",Elementary
19,64592,Hawthorne,"104,416,524.80","7,022.08","14,869.74",Elementary
19,64600,Hermosa Beach City Elementary,"13,293,954.12","1,308.23","10,161.79",Elementary
19,64626,Hughes-Elizabeth Lakes Union Elementary,"1,642,917.71",168.2,"9,767.64",Elementary
19,64634,Inglewood Unified,"117,527,233.11","8,657.43","13,575.30",Unified
19,64642,Keppel Union Elementary,"32,440,457.22","2,531.14","12,816.54",Elementary
19,64659,La Canada Unified,"49,032,820.30","4,030.04","12,166.83",Unified
19,64667,Lancaster Elementary,"182,306,971.76","13,498.65","13,505.57",Elementary
19,64683,Las Virgenes Unified,"118,002,531.61","10,420.42","11,324.16",Unified
19,64691,Lawndale Elementary,"74,050,007.73","4,972.06","14,893.22",Elementary
19,64709,Lennox,"62,345,880.33","4,912.99","12,690.01",Elementary
19,64717,Little Lake City Elementary,"52,531,209.36","4,151.93","12,652.24",Elementary
19,64725,Long Beach Unified,"911,149,329.85","68,158.53","13,368.09",Unified
19,64733,Los Angeles Unified,"7,956,466,457.58","455,015.03","17,486.16",Unified
19,64758,Los Nietos,"22,033,911.26","1,439.61","15,305.47",Elementary
19,64766,Lowell Joint,"31,417,779.84","3,056.49","10,279.04",Elementary
19,64774,Lynwood Unified,"198,143,258.19","12,417.00","15,957.42",Unified
19,64790,Monrovia Unified,"68,589,713.90","5,132.98","13,362.55",Unified
19,64808,Montebello Unified,"376,688,698.22","23,026.82","16,358.69",Unified
19,64816,Mountain View Elementary,"88,260,620.30","5,813.44","15,182.17",Elementary
19,64832,Newhall,"66,917,283.21","6,046.54","11,067.04",Elementary
19,64840,Norwalk-La Mirada Unified,"231,035,661.73","16,330.61","14,147.40",Unified
19,64857,Palmdale Elementary,"249,063,938.89","17,300.53","14,396.32",Elementary
19,64865,Palos Verdes Peninsula Unified,"133,231,848.99","10,672.07","12,484.16",Unified
19,64873,Paramount Unified,"196,947,695.46","13,709.18","14,366.12",Unified
19,64881,Pasadena Unified,"221,576,166.30","15,109.30","14,664.89",Unified
19,64907,Pomona Unified,"301,647,927.77","21,122.83","14,280.66",Unified
19,64931,Rosemead Elementary,"31,177,431.41","2,332.13","13,368.65",Elementary
19,64964,San Marino Unified,"33,979,571.07","2,841.63","11,957.77",Unified
19,64980,Santa Monica-Malibu Unified,"164,235,840.55","9,840.55","16,689.70",Unified
19,64998,Saugus Union,"102,962,330.54","9,446.46","10,899.57",Elementary
19,65029,South Pasadena Unified,"52,199,810.42","4,742.96","11,005.75",Unified
19,65037,South Whittier Elementary,"38,675,942.18","2,465.45","15,687.17",Elementary
19,65045,Sulphur Springs Union,"60,878,743.68","5,108.27","11,917.68",Elementary
19,65052,Temple City Unified,"62,126,952.82","5,463.43","11,371.42",Unified
19,65060,Torrance Unified,"248,351,607.77","22,300.81","11,136.44",Unified
19,65078,Valle Lindo Elementary,"12,182,674.20","1,026.17","11,871.98",Elementary
19,65094,West Covina Unified,"116,494,941.49","8,215.67","14,179.60",Unified
19,65102,Westside Union Elementary,"100,583,759.40","9,235.93","10,890.49",Elementary
19,65110,Whittier City Elementary,"77,914,660.70","5,759.31","13,528.47",Elementary
19,65128,Whittier Union High,"165,086,719.12","10,744.63","15,364.58",High
19,65136,William S. Hart Union High,"250,330,201.79","21,274.88","11,766.47",High
19,65151,Wilsona Elementary,"17,577,895.90","1,169.57","15,029.37",Elementary
